Name,Price,Link
GIGABYTE Eagle OC GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 ATX Video Card GV-N3060EAGLE OC-12GD (rev. 2.0) (LHR),388.99,https://www.newegg.com/gigabyte-geforce-rtx-3060-gv-n3060eagle-oc-12gd/p/N82E16814932434?Description=graphics card&cm_re=graphics_card-_-14-932-434-_-Product
PNY GeForce RTX 3060 12GB XLR8 Gaming REVEL EPIC-X RGB Dual Fan Graphics Card,389.99,https://www.walmart.com/ip/PNY-GeForce-RTX-3060-12GB-XLR8-Gaming-REVEL-EPIC-X-RGB-Dual-Fan-Graphics-Card/899772771?fulfillmentIntent=Shipping&athbdg=L1200
MSI - NVIDIA GeForce RTX 3060 Ventus 3X 12G OC - 12GB GDDR6 - PCI Express 4.0 - Graphics Card - Black,389.99,https://bestbuy.com/site/msi-nvidia-geforce-rtx-3060-ventus-3x-12g-oc-12gb-gddr6-pci-express-4-0-graphics-card-black/6452940.p?skuId=6452940
NVIDIA GeForce RTX 3060 Ti 8GB GDDR6 PCI Express 4.0 Graphics Card - Steel and Black,399.99,https://bestbuy.com/site/nvidia-geforce-rtx-3060-ti-8gb-gddr6-pci-express-4-0-graphics-card-steel-and-black/6439402.p?skuId=6439402
"ZOTAC Gaming GeForce RTX 3060 Twin Edge OC 12GB GDDR6 192-bit 15 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Cooling, Active Fan Control, Freeze Fan Stop ZT-A30600H-10M",419.58,https://www.amazon.com/ZOTAC-GeForce-Graphics-IceStorm-ZT-A30600H-10M/dp/B08W8DGK3X/ref=sr_1_5?keywords=graphics+card&qid=1661963102&sr=8-5
Gigabyte NVIDIA GeForce RTX 3060 Graphic Card - 12 GB GDDR6(GVN3060GAMING OC12GD R2),419.99,https://www.walmart.com/ip/Gigabyte-NVIDIA-GeForce-RTX-3060-Graphic-Card-12-GB-GDDR6-GVN3060GAMING-OC12GD-R2/718209642?fulfillmentIntent=Shipping
"GIGABYTE GeForce RTX 3060 Gaming OC 12G (REV2.0) Graphics Card, 3X WINDFORCE Fans, 12GB 192-bit GDDR6, GV-N3060GAMING OC-12GD REV2.0 Video Card",419.99,https://www.amazon.com/GIGABYTE-REV2-0-WINDFORCE-GV-N3060GAMING-OC-12GD/dp/B0971BG25M/ref=sr_1_13?keywords=graphics+card&qid=1661963102&sr=8-13
GIGABYTE - NVIDIA GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 Graphics Card,419.99,https://bestbuy.com/site/gigabyte-nvidia-geforce-rtx-3060-12gb-gddr6-pci-express-4-0-graphics-card/6468931.p?skuId=6468931
Yeston RTX 3060 12GB GDDR6 LHR Graphics cards Nvidia pci express x16 4.0 Desktop computer PC video gaming graphics card,439.0,https://www.newegg.com/yeston-geforce-rtx-3060-ti-rtx-3060ti/p/1FT-007N-00068?Description=graphics card&cm_re=graphics_card-_-9SIAZUEHCK6637-_-Product
"GIGABYTE AORUS GeForce RTX 3060 Elite 12G (REV2.0) Graphics Card, 3X WINDFORCE Fans, 12GB 192-bit GDDR6, GV-N3060AORUS E-12GD REV2.0 Video Card",449.99,https://www.amazon.com/GIGABYTE-REV2-0-Graphics-WINDFORCE-GV-N3060AORUS/dp/B09719T6FT/ref=sr_1_18?keywords=graphics+card&qid=1661963102&sr=8-18
XFX - Speedster SWFT309 AMD Radeon RX 6700XT 12GB GDDR6 PCI Express 4.0 Gaming Graphics Card - Black,449.99,https://bestbuy.com/site/xfx-speedster-swft309-amd-radeon-rx-6700xt-12gb-gddr6-pci-express-4-0-gaming-graphics-card-black/6513905.p?skuId=6513905
"ZOTAC Gaming GeForce RTX™ 3060 Ti Twin Edge OC LHR 8GB GDDR6 256-bit 14 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, Active Fan Control, Freeze Fan Stop ZT-A30610H-10MLHR",469.99,https://www.amazon.com/ZOTAC-Graphics-IceStorm-Advanced-ZT-A30610H-10MLHR/dp/B097YW4FW9/ref=sr_1_9?keywords=graphics+card&qid=1661963102&sr=8-9
MSI Ventus GeForce RTX 3060 Ti 8GB GDDR6 PCI Express 4.0 Video Card RTX 3060 Ti VENTUS 2X 8G OCV1 LHR,469.99,https://www.newegg.com/msi-geforce-rtx-3060-ti-rtx-3060-ti-ventus-2x-8g-ocv1-lhr/p/N82E16814137673?Description=graphics card&cm_re=graphics_card-_-14-137-673-_-Product
XFX - SPEEDSTER MERC319 AMD Radeon RX 6750XT Core 12GB GDDR6 PCI Express 4.0 Gaming Graphics Card - Black,479.99,https://bestbuy.com/site/xfx-speedster-merc319-amd-radeon-rx-6750xt-core-12gb-gddr6-pci-express-4-0-gaming-graphics-card-black/6507394.p?skuId=6507394
MSI Gaming GeForce RTX 3060 12GB 15 Gbps GDRR6 192-Bit HDMI/DP PCIe 4 Twin-Frozr Torx Fan Ampere RGB OC Graphics Card (RTX 3060 Gaming X 12G),486.95,https://www.amazon.com/MSI-GeForce-RTX-3060-12G/dp/B08WPJ5P4R/ref=sr_1_6?keywords=graphics+card&qid=1661963102&sr=8-6
ASUS ROG Strix GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 Video Card ROG-STRIX-RTX3060-O12G-V2-GAMING,489.99,https://www.newegg.com/asus-geforce-rtx-3060-rog-strix-rtx3060-o12g-v2-gaming/p/N82E16814126522?Description=graphics card&cm_re=graphics_card-_-14-126-522-_-Product
Yeston RTX 3060 12GB GDDR6 LHR Graphics cards Nvidia pci express x16 4.0 Desktop computer PC video gaming graphics card,499.0,https://www.newegg.com/yeston-geforce-rtx-3060-ti-rtx-3060ti/p/1FT-007N-00069?Description=graphics card&cm_re=graphics_card-_-9SIAZUEHCM8909-_-Product
"PNY XLR8 GeForce RTX 3070 Gaming REVEL EPIC-X RGB Triple Fan LHR - Graphics card - GF RTX 3070 - 8 GB GDDR6 - PCIe 4.0 x16 - HDMI, 3 x DisplayPort",499.99,https://www.walmart.com/ip/PNY-XLR8-GeForce-RTX-3070-Gaming-REVEL-EPIC-X-RGB-Triple-Fan-LHR-Graphics-card-GF-RTX-3070-8-GB-GDDR6-PCIe-4-0-x16-HDMI-3-x-DisplayPort/639893502?fulfillmentIntent=Shipping
MSI - NVIDIA GeForce RTX 3060 Ti VENTUS3X 8G OC LHR - 8GB GDDR6 - PCI Express 4.0 - Graphic Card - Black,509.99,https://bestbuy.com/site/msi-nvidia-geforce-rtx-3060-ti-ventus3x-8g-oc-lhr-8gb-gddr6-pci-express-4-0-graphic-card-black/6480307.p?skuId=6480307
MSI Gaming GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 Video Card 3070 GAMING Z TRIO 8G LHR,519.98,https://www.newegg.com/msi-geforce-rtx-3070-rtx-3070-gaming-z-trio-lhr/p/N82E16814137670?Description=graphics card&cm_re=graphics_card-_-14-137-670-_-Product
GIGABYTE Gaming OC GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 ATX Video Card GV-N3070GAMING OC-8GD (rev. 2.0) (LHR),544.99,https://www.newegg.com/gigabyte-geforce-rtx-3070-gv-n3070gaming-oc-8gd/p/N82E16814932449?Description=graphics card&cm_re=graphics_card-_-14-932-449-_-Product
GIGABYTE Vision OC GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 ATX Video Card GV-N3070VISION OC-8GD (rev. 2.0) (LHR),559.99,https://www.newegg.com/gigabyte-geforce-rtx-3070-gv-n3070vision-oc-8gd/p/N82E16814932450?Description=graphics card&cm_re=graphics_card-_-14-932-450-_-Product
Yeston Radeon RX 6700 XT 12GB D6 GDDR6 192bit 7nm Desktop computer PC Video Graphics Cards support PCI-Express 4.0 3*DP+1*HDMI-compatible   RGB light effect Fragrant graphics card,579.0,https://www.newegg.com/yeston-rx6800-16gd6-ya/p/27N-0042-000B8?Description=graphics card&cm_re=graphics_card-_-9SIAZUEFG03135-_-Product
PNY - NVIDIA GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 Graphics Card with Triple Fan,579.99,https://bestbuy.com/site/pny-nvidia-geforce-rtx-3070-8gb-gddr6-pci-express-4-0-graphics-card-with-triple-fan/6505083.p?skuId=6505083
NVIDIA - GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 Graphics Card - Dark Platinum and Black,599.99,https://bestbuy.com/site/nvidia-geforce-rtx-3070-ti-8gb-gddr6x-pci-express-4-0-graphics-card-dark-platinum-and-black/6465789.p?skuId=6465789
"EVGA GeForce RTX 3070 FTW3 ULTRA GAMING Video Card, 08G-P5-3767-KL, 8GB GDDR6, iCX3 Technology, ARGB LED, Metal Backplate, LHR",599.99,https://www.newegg.com/evga-geforce-rtx-3070-08g-p5-3767-kl/p/N82E16814487544?Description=graphics card&cm_re=graphics_card-_-14-487-544-_-Product
MSI - NVIDIA GeForce RTX 3070 Ti VENTUS 3X OC 8GB GDDR6 PCI Express 4.0 Graphics Card,649.99,https://bestbuy.com/site/msi-nvidia-geforce-rtx-3070-ti-ventus-3x-oc-8gb-gddr6-pci-express-4-0-graphics-card/6467500.p?skuId=6467500
EVGA NVIDIA GeForce RTX 3070 Ti Graphic Card - 8 GB GDDR6X,679.99,https://www.walmart.com/ip/EVGA-NVIDIA-GeForce-RTX-3070-Ti-Graphic-Card-8-GB-GDDR6X/220077547?fulfillmentIntent=Shipping&athbdg=L1600
EVGA - NVIDIA GeForce RTX 3070 Ti FTW3 ULTRA GAMING 8GB GDDR6X PCI Express 4.0 Graphics Card LHR,679.99,https://bestbuy.com/site/evga-nvidia-geforce-rtx-3070-ti-ftw3-ultra-gaming-8gb-gddr6x-pci-express-4-0-graphics-card-lhr/6474593.p?skuId=6474593
XFX - Speedster MERC319 AMD Radeon RX 6800 XT CORE 16GB GDDR6 PCI Express 4.0 Gaming Graphics Card - Black,679.99,https://bestbuy.com/site/xfx-speedster-merc319-amd-radeon-rx-6800-xt-core-16gb-gddr6-pci-express-4-0-gaming-graphics-card-black/6453268.p?skuId=6453268
ASUS TUF Gaming GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 Video Card TUF-RTX3070TI-O8G-GAMING,699.99,https://www.newegg.com/asus-geforce-rtx-3070-ti-tuf-rtx3070ti-o8g-gaming/p/N82E16814126512?Description=graphics card&cm_re=graphics_card-_-14-126-512-_-Product
GIGABYTE Gaming OC GeForce RTX 3080 10GB GDDR6X PCI Express 4.0 ATX Video Card GV-N3080GAMING OC-10GD (rev. 2.0) (LHR),714.98,https://www.newegg.com/gigabyte-geforce-rtx-3080-gv-n3080gaming-oc-10gd/p/N82E16814932459?Description=graphics card&cm_re=graphics_card-_-14-932-459-_-Product
GIGABYTE AORUS GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 ATX Video Card GV-N307TAORUS M-8GD,729.99,https://www.newegg.com/gigabyte-geforce-rtx-3070-ti-gv-n307taorus-m-8gd/p/N82E16814932441?Description=graphics card&cm_re=graphics_card-_-14-932-441-_-Product
PNY GeForce RTX 3080 12GB XLR8 Gaming REVEL EPIC-X RGB Triple Fan Graphics Card LHR,739.99,https://www.walmart.com/ip/PNY-GeForce-RTX-3080-12GB-XLR8-Gaming-REVEL-EPIC-X-RGB-Triple-Fan-Graphics-Card-LHR/595676039?fulfillmentIntent=Shipping&athbdg=L1600
GIGABYTE - NVIDIA GeForce RTX 3080 GAMING OC 10GB GDDR6X PCI Express 4.0 Graphics Card,759.99,https://bestbuy.com/site/gigabyte-nvidia-geforce-rtx-3080-gaming-oc-10gb-gddr6x-pci-express-4-0-graphics-card/6471960.p?skuId=6471960
MSI Ventus GeForce RTX 3080 12GB GDDR6X PCI Express 4.0 Video Card RTX 3080 VENTUS 3X PLUS 12G OC LHR,769.99,https://www.newegg.com/msi-geforce-rtx-3080-rtx-3080-ventus-3x-plus-12g-oc-lhr/p/N82E16814137712?Description=graphics card&cm_re=graphics_card-_-14-137-712-_-Product
"EVGA GeForce RTX 3080 FTW3 ULTRA GAMING Video Card, 10G-P5-3897-KL, 10GB GDDR6X, iCX3 Technology, ARGB LED, Metal Backplate, LHR",779.99,https://www.newegg.com/evga-geforce-rtx-3080-10g-p5-3897-kl/p/N82E16814487541?Description=graphics card&cm_re=graphics_card-_-14-487-541-_-Product
"ZOTAC Gaming GeForce RTX 3080 Trinity OC LHR 12GB GDDR6X 384-bit 19 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, Spectra 2.0 RGB Lighting, ZT-A30820J-10PLHR",782.91,https://www.amazon.com/ZOTAC-Graphics-IceStorm-Advanced-ZT-A30820J-10PLHR/dp/B09PZM76MG/ref=sr_1_16?keywords=graphics+card&qid=1661963102&sr=8-16
MSI Gaming GeForce RTX 3080 12GB GDDR6X PCI Express 4.0 ATX Video Card RTX 3080 GAMING Z TRIO 12G LHR,789.99,https://www.newegg.com/msi-geforce-rtx-3080-rtx-3080-gaming-z-trio-12g-lhr/p/N82E16814137711?Description=graphics card&cm_re=graphics_card-_-14-137-711-_-Product
"ASUS ROG Strix NVIDIA GeForce RTX 3080 OC Edition Gaming Graphics Card (PCIe 4.0, 12GB GDDR6X, LHR, HDMI 2.1, DisplayPort 1.4a, Axial-tech Fan Design, 2.9-slot, Super Alloy Power II, GPU Tweak II)",799.0,https://www.newegg.com/asus-geforce-rtx-3080-rog-strix-rtx3080-o12g-gaming/p/N82E16814126550?Description=graphics card&cm_re=graphics_card-_-14-126-550-_-Product
"XFX SPEEDSTER MERC319 AMD Radeon RX 6900 XT LIMITED BLACK Gaming Graphics Card with 16GB GDDR6, AMD RDNA 2, RX-69XTACSD9",799.99,https://www.newegg.com/xfx-radeon-rx-6900-xt-rx-69xtacsd9/p/N82E16814150859?Description=graphics card&cm_re=graphics_card-_-14-150-859-_-Product
Yeston RTX 3080 10GB GDDR6X 320bit LHR Graphics cards Nvidia pci express x16 4.0 HDMI 2.1*1 + DP1.4a*3 Desktop computer PC video gaming graphics card,879.0,https://www.newegg.com/yeston-geforce-rtx-3080-rtx3080-10g-d6x-ya/p/1FT-007N-00071?Description=graphics card&cm_re=graphics_card-_-9SIAZUEHMN7535-_-Product
Yeston RTX 3080 10GB GDDR6X 320bit LHR Graphics cards Nvidia pci express x16 4.0 HDMI 2.1*1 + DP1.4a*3 Desktop computer PC video gaming graphics card,879.0,https://www.newegg.com/yeston-geforce-rtx-3060-rtx-3060-12gd6-lb/p/1FT-007N-00070?Item=9SIAZUEHJ34741&Description=graphics card&cm_re=graphics_card-_-9SIAZUEHJ34741-_-Product&cm_sp=SP-_-992793-_-0-_-2-_-9SIAZUEHJ34741-_-graphics card-_-card|graphic-_-19
Yeston RTX 3080 10GB GDDR6X 320bit LHR Graphics cards Nvidia pci express x16 4.0 HDMI 2.1*1 + DP1.4a*3 Desktop computer PC video gaming graphics card,879.0,https://www.newegg.com/yeston-geforce-rtx-3060-rtx-3060-12gd6-lb/p/1FT-007N-00070?Description=graphics card&cm_re=graphics_card-_-9SIAZUEHJ34741-_-Product
"GIGABYTE GeForce RTX 3080 GAMING OC 12G Graphics Card, 3 x WINDFORCE Fans, 12GB 384-bit GDDR6X, GV-N3080GAMING OC-12GD Video Card",909.99,https://www.newegg.com/gigabyte-geforce-rtx-3080-gv-n3080gaming-oc-12gd/p/N82E16814932489?Description=graphics card&cm_re=graphics_card-_-14-932-489-_-Product
ASUS TUF Gaming GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 Video Card TUF-RTX3080TI-O12G-GAMING,949.99,https://www.newegg.com/asus-geforce-rtx-3080-ti-tuf-rtx3080ti-o12g-gaming/p/N82E16814126509?Description=graphics card&cm_re=graphics_card-_-14-126-509-_-Product
EVGA - NVIDIA GeForce RTX 3080 Ti FTW3 ULTRA GAMING 12GB GDDR6X PCI Express 4.0 Graphics Card,999.99,https://bestbuy.com/site/evga-nvidia-geforce-rtx-3080-ti-ftw3-ultra-gaming-12gb-gddr6x-pci-express-4-0-graphics-card/6467808.p?skuId=6467808
"EVGA GeForce RTX 3080 Ti FTW3 ULTRA GAMING Video Card, 12G-P5-3967-KR, 12GB GDDR6X, iCX3 Technology, ARGB LED, Metal Backplate",999.99,https://www.newegg.com/evga-geforce-rtx-3080-ti-12g-p5-3967-kr/p/N82E16814487547?Description=graphics card&cm_re=graphics_card-_-14-487-547-_-Product
